meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
dinner,4,8.49,0,1,175,175,178.4,171
lunch,3,1.33,0,0,200,178,155.9,182
breakfast,1,3.28,0,0,250,205,178.3,202
breakfast,3,9.27,0,0,150,109,129.3,125
lunch,2,8.78,0,0,175,175,161.1,170
breakfast,2,8.03,0,0,200,175,176.2,153
breakfast,0,5.12,1,0,150,78,65.9,66
dinner,2,3.89,0,0,225,202,183.2,198
dinner,1,8.93,0,1,225,198,187.5,214
dinner,0,6.91,0,0,250,230,215.2,227
breakfast,1,3.66,1,0,175,76,87.0,88
breakfast,5,5.17,0,0,150,86,99.4,102
breakfast,1,8.93,0,0,200,176,165.2,161
dinner,2,9.13,0,0,225,199,198.4,223
dinner,5,6.93,0,1,200,162,171.9,163
lunch,2,7.59,0,1,250,250,216.7,240
breakfast,1,1.35,0,0,250,200,197.4,186
lunch,2,6.44,0,0,200,200,196.1,190
lunch,2,7.2,0,0,150,147,137.5,132
lunch,2,1.18,0,0,150,135,121.3,138
lunch,3,8.59,0,0,200,200,191.1,183
dinner,5,9.35,0,1,250,209,229.1,220
breakfast,5,3.14,0,0,200,131,123.2,130
breakfast,6,8.61,0,0,225,150,146.8,148
dinner,5,6.99,0,0,200,153,170.0,154
breakfast,6,6.23,0,0,150,86,94.8,87
breakfast,1,8.59,0,0,225,180,169.4,192
breakfast,6,3.57,0,0,200,110,119.6,123
breakfast,6,8.12,0,0,150,90,96.9,95
lunch,4,3.83,1,0,225,118,119.2,127
dinner,1,8.09,0,1,225,209,201.0,206
lunch,5,5.06,0,0,200,172,168.5,152
lunch,0,2.05,0,0,150,132,121.5,138
dinner,2,4.43,1,0,200,128,123.9,119
lunch,2,3.1,0,0,200,167,191.9,175
dinner,4,1.9,0,0,175,147,133.3,149
dinner,0,1.99,0,1,175,172,143.8,160
breakfast,3,8.02,0,0,175,149,133.7,144
dinner,6,8.93,0,0,200,146,153.7,161
lunch,1,9.34,0,0,225,202,228.0,213
dinner,3,8.69,1,0,225,138,139.1,143
lunch,0,8.47,1,0,150,114,89.8,106
dinner,4,1.62,1,0,150,68,70.0,70
dinner,0,8.11,0,0,150,135,135.0,132
breakfast,4,8.05,0,0,200,161,142.1,151
lunch,3,2.18,0,0,225,201,177.5,196
dinner,3,6.96,0,0,175,170,147.3,153
dinner,0,5.07,0,1,200,180,171.2,192
breakfast,0,9.1,0,0,150,119,115.1,124
dinner,6,7.26,1,0,150,67,76.6,74
lunch,2,9.56,0,0,150,128,137.6,142
breakfast,4,1.94,0,0,225,171,159.9,151
lunch,2,1.37,0,1,150,125,127.8,136
breakfast,1,9.76,0,0,175,163,158.5,151
dinner,1,1.72,0,0,200,166,166.1,185
lunch,0,4.48,0,0,200,183,198.1,184
dinner,3,6.85,0,0,150,124,144.5,138
breakfast,1,8.92,0,0,175,161,159.5,155
breakfast,1,3.29,0,0,200,164,159.1,159
breakfast,2,1.26,0,0,200,160,150.7,149
breakfast,2,5.69,0,0,200,166,166.7,155
breakfast,6,5.24,0,0,175,97,112.5,120
breakfast,6,3.76,0,0,150,103,92.1,86
lunch,1,8.87,0,0,200,200,180.8,187
breakfast,0,7.74,0,0,200,165,151.6,154
lunch,2,8.72,0,1,225,199,220.8,222
lunch,1,2.46,0,0,200,180,175.2,182
dinner,3,7.23,0,0,200,177,165.1,190
dinner,2,9.78,0,0,200,194,185.4,191
lunch,1,6.51,0,0,225,216,215.4,216
lunch,6,2.54,0,0,225,160,146.8,164
breakfast,4,9.96,0,0,150,110,121.5,104
dinner,2,5.75,0,1,225,223,197.0,218
breakfast,4,8.56,0,0,150,105,108.2,117
breakfast,2,2.34,0,0,225,172,168.7,171
breakfast,2,6.99,0,0,200,149,153.5,163
breakfast,6,9.21,0,0,200,135,131.9,133
breakfast,5,5.79,0,0,175,119,113.0,119
dinner,5,3.6,0,0,200,151,159.6,143
breakfast,4,2.15,0,0,225,166,145.5,158
lunch,0,3.66,0,0,175,170,154.7,156
breakfast,1,4.19,0,1,200,162,176.3,170
breakfast,0,7.39,0,0,200,168,150.1,163
dinner,0,2.61,0,1,175,161,145.2,165
breakfast,5,1.95,0,0,225,135,121.9,130
dinner,1,4.48,0,0,250,228,207.2,219
lunch,5,5.13,0,0,175,144,129.0,137
breakfast,5,6.66,0,0,225,138,144.3,161
dinner,6,7.37,1,0,175,78,82.9,91
breakfast,5,9.0,0,0,250,188,160.1,172
dinner,3,3.6,0,0,200,163,164.4,182
breakfast,0,5.76,0,0,250,202,202.9,206
dinner,6,4.29,0,0,150,108,117.9,105
breakfast,6,1.01,0,0,225,118,117.9,131
lunch,0,6.21,0,0,200,185,183.2,176
dinner,6,8.34,1,0,175,84,79.8,82
dinner,0,1.33,0,0,225,184,191.2,190
dinner,3,1.03,0,1,200,182,162.7,182
dinner,2,7.55,0,0,250,241,219.5,233
dinner,6,7.15,1,0,175,75,84.8,81
breakfast,4,4.65,0,0,250,176,191.0,189
breakfast,4,6.95,0,0,200,165,152.7,142
breakfast,3,9.58,0,0,200,170,177.4,159
lunch,0,3.23,0,0,150,141,137.4,139
lunch,4,3.21,0,0,225,201,198.7,190
lunch,3,2.68,0,0,225,210,190.3,202
breakfast,5,7.52,0,0,225,139,139.8,159
dinner,1,4.18,0,1,225,207,215.5,217
breakfast,4,9.9,0,0,250,185,211.7,205
breakfast,1,7.43,0,1,225,193,215.3,201
lunch,0,4.31,0,1,250,248,229.9,232
dinner,4,2.34,0,0,225,192,183.8,180
dinner,3,6.33,0,1,225,223,200.7,210
lunch,2,3.65,0,0,175,152,161.3,163
breakfast,4,9.15,0,0,200,154,162.2,159
lunch,4,4.97,0,0,175,147,135.9,159
breakfast,4,3.63,0,0,150,99,113.3,115
lunch,4,6.3,0,0,200,176,175.9,174
lunch,3,2.23,0,0,225,188,198.2,203
breakfast,3,6.05,0,0,150,114,108.7,116
breakfast,2,1.51,0,0,175,123,114.7,124
dinner,3,6.46,0,0,150,130,146.7,145
dinner,3,5.77,0,0,200,183,192.9,180
lunch,0,5.69,0,0,150,148,144.9,145
breakfast,6,7.16,0,0,150,90,95.5,109
breakfast,0,1.4,0,0,175,132,122.7,122
lunch,6,5.14,0,1,175,137,130.3,143
dinner,1,5.0,0,0,200,193,166.7,182
breakfast,2,5.14,0,0,150,103,114.6,117
dinner,6,9.82,0,0,200,166,167.2,162
breakfast,0,2.25,0,0,200,156,154.8,147
dinner,2,7.21,0,0,175,157,168.1,166
lunch,2,4.62,0,0,200,174,167.2,191
dinner,4,5.61,0,0,200,175,182.1,176
lunch,5,7.86,0,0,225,199,192.5,188
lunch,5,2.42,0,0,250,192,169.9,188
breakfast,5,7.87,0,0,225,150,145.5,150
breakfast,2,1.63,0,0,225,158,160.4,167
dinner,4,5.35,0,0,200,173,176.6,172
dinner,1,7.68,0,0,200,200,199.9,189
dinner,1,2.73,0,0,150,147,128.9,135
lunch,5,7.94,0,1,225,202,177.6,192
dinner,1,2.5,0,1,200,188,170.3,195
breakfast,4,8.19,1,0,175,73,83.6,82
lunch,5,5.22,0,0,200,165,154.8,166
breakfast,6,7.16,0,0,200,140,138.9,136
lunch,6,9.26,0,0,200,164,175.6,169
lunch,4,4.68,0,0,225,190,208.7,195
breakfast,1,3.1,0,0,225,165,158.4,175
lunch,5,8.8,0,0,175,148,136.8,145
dinner,6,2.45,0,0,200,132,132.7,145
lunch,4,6.68,0,1,200,175,169.8,192
breakfast,3,9.31,0,0,175,158,154.2,143
breakfast,6,7.07,0,1,225,157,167.3,168
breakfast,3,2.76,0,1,200,156,153.3,158
breakfast,4,2.37,1,0,200,79,86.8,68
lunch,4,3.27,0,0,150,140,127.1,124
lunch,0,4.52,0,0,200,197,177.9,185
dinner,6,2.43,0,0,225,166,159.4,159
lunch,0,8.18,0,0,225,209,205.4,216
dinner,2,4.21,0,0,150,145,126.7,135
breakfast,6,9.42,0,1,225,161,150.3,163
lunch,5,8.58,0,1,175,141,149.7,149
dinner,2,9.18,0,0,250,235,233.7,241
breakfast,2,3.65,0,0,225,181,181.7,168
breakfast,1,6.16,0,0,250,196,199.8,201
dinner,3,3.89,0,0,225,186,208.1,206
lunch,1,3.31,0,0,225,214,223.8,207
dinner,5,6.46,1,0,175,78,87.1,74
breakfast,4,8.36,0,0,200,144,141.0,160
dinner,0,1.84,0,0,200,160,169.2,182
breakfast,5,3.48,0,0,175,97,115.6,103
breakfast,4,2.85,1,0,200,93,80.2,82
lunch,5,8.19,0,1,250,204,228.2,230
breakfast,4,9.4,0,0,200,147,163.6,165
lunch,6,1.72,0,0,200,139,133.1,155
breakfast,0,4.41,0,0,175,139,129.6,134
breakfast,4,9.23,0,1,200,165,173.5,166
breakfast,2,4.1,0,0,200,158,141.3,162
breakfast,5,7.41,0,1,175,130,122.5,128
dinner,0,1.91,0,0,200,165,157.9,180
breakfast,4,5.0,1,0,225,111,91.8,98
lunch,2,5.53,0,0,225,220,196.8,215
breakfast,2,7.82,0,0,250,196,202.1,202
breakfast,6,3.6,0,0,200,121,129.6,117
dinner,3,3.38,0,0,150,143,126.3,133
breakfast,2,3.73,0,0,225,175,182.7,170
dinner,1,6.0,0,0,150,128,143.7,133
breakfast,0,8.88,0,1,225,200,206.2,191
dinner,0,8.48,0,0,250,246,244.7,240
lunch,0,1.52,0,1,250,248,220.1,234
dinner,4,8.91,0,0,250,240,209.6,222
lunch,5,1.86,0,0,150,119,120.5,113
lunch,4,4.74,0,1,150,137,142.8,142
breakfast,1,7.89,0,0,175,160,140.1,149
breakfast,5,1.73,0,1,225,137,146.6,150
dinner,6,1.36,0,0,150,96,108.7,107
breakfast,2,3.97,0,0,225,177,155.1,171
lunch,4,7.57,0,0,150,139,122.4,139
dinner,5,5.7,0,1,225,171,164.6,180
lunch,2,4.75,0,1,175,171,151.5,168
dinner,5,8.32,0,0,200,168,145.5,157
dinner,2,7.9,0,0,250,239,229.5,227
lunch,5,8.07,0,0,200,170,154.7,156
dinner,4,5.14,0,0,150,139,114.7,119
breakfast,4,1.18,0,0,225,157,151.3,159
breakfast,1,2.55,0,0,200,170,155.3,162
lunch,6,7.67,0,0,200,167,152.6,166
breakfast,6,7.78,0,0,225,162,138.9,152
dinner,3,9.75,0,0,225,224,204.1,212
dinner,0,2.71,0,0,200,175,173.2,169
lunch,4,2.11,0,0,225,182,183.8,192
lunch,4,2.25,0,0,175,140,133.0,152
dinner,2,2.66,0,0,200,161,171.0,175
lunch,3,5.76,0,0,150,143,142.3,144
lunch,6,9.78,0,0,200,158,172.3,161
lunch,4,6.3,0,0,200,165,173.3,183
dinner,5,5.7,0,0,250,179,209.3,192
lunch,6,7.06,0,0,200,158,165.7,162
dinner,3,1.67,0,1,250,233,209.5,233
dinner,0,8.34,0,0,200,200,184.6,185
lunch,5,6.82,0,0,200,175,152.1,160
lunch,2,2.54,0,0,200,177,178.2,177
dinner,1,6.68,0,0,200,200,175.7,196
lunch,5,6.37,0,0,225,176,160.6,187
dinner,6,1.58,1,0,225,77,97.6,90
dinner,0,3.4,0,0,200,168,175.1,181
lunch,5,4.52,1,0,200,81,102.0,94
dinner,3,3.2,0,1,200,175,167.2,181
dinner,3,3.19,1,0,200,108,104.7,118
dinner,0,6.16,0,1,150,139,131.4,145
lunch,6,5.24,0,0,250,193,187.5,188
breakfast,3,7.01,0,0,175,145,147.8,140
lunch,5,9.61,0,0,175,151,148.5,146
dinner,1,6.95,0,0,200,198,169.3,181
lunch,5,6.24,0,0,150,108,115.4,117
dinner,1,8.63,0,0,225,217,218.3,214
lunch,3,6.69,0,0,225,206,199.3,207
lunch,5,2.49,0,0,200,148,147.8,147
breakfast,3,3.83,0,0,250,200,195.3,191
dinner,6,7.6,0,0,200,141,167.4,156
lunch,1,7.65,0,1,175,175,157.1,167
breakfast,6,9.88,0,1,250,171,189.3,184
breakfast,3,6.64,0,0,175,134,143.1,143
dinner,4,9.1,0,0,200,185,178.9,185
lunch,2,1.49,1,0,200,109,122.0,121
breakfast,5,6.1,0,0,200,117,130.3,138
dinner,4,9.28,0,0,200,185,182.9,187
dinner,6,3.59,0,1,225,174,184.4,172
dinner,3,2.39,0,1,225,220,200.9,200
lunch,3,4.15,0,0,225,206,199.0,207
lunch,2,8.13,0,0,200,180,189.7,197
dinner,3,1.76,0,0,175,162,156.1,147
lunch,2,6.4,1,0,200,122,116.8,133
dinner,5,2.22,1,0,250,119,112.7,118
breakfast,1,4.92,0,0,225,195,170.9,181
lunch,2,9.69,0,0,150,135,127.0,135
breakfast,2,2.76,0,0,225,170,177.6,178
breakfast,4,1.31,0,0,200,149,126.4,142
breakfast,3,4.84,0,0,150,105,107.0,117
breakfast,5,6.2,0,0,200,135,134.8,136
dinner,1,3.68,0,0,225,213,203.5,204
breakfast,0,5.88,0,0,200,153,170.3,168
lunch,6,9.58,0,0,250,199,220.6,206
dinner,2,3.81,0,0,175,167,147.1,147
lunch,0,3.78,0,0,200,184,172.9,181
breakfast,3,5.34,1,0,150,84,66.4,62
dinner,6,5.64,0,0,150,112,111.1,113
lunch,2,1.01,0,0,200,186,168.2,187
dinner,0,6.54,0,0,200,190,163.3,179
dinner,4,9.98,0,0,175,173,153.4,157
dinner,0,3.63,0,0,175,150,139.2,149
lunch,6,6.68,0,0,200,170,164.3,157
lunch,4,1.04,0,0,175,138,154.5,146
lunch,6,6.44,0,0,200,168,147.4,147
breakfast,1,5.02,0,0,250,205,204.0,205
dinner,3,5.77,0,1,225,204,191.2,212
breakfast,5,5.9,0,0,175,124,109.6,114
breakfast,0,2.59,0,0,250,204,189.1,185
dinner,2,7.93,0,0,225,209,191.0,212
lunch,6,6.0,0,1,175,131,138.5,153
lunch,6,3.43,0,0,200,152,160.7,154
lunch,3,9.44,1,0,250,173,153.4,172
dinner,0,1.11,0,0,150,121,129.5,122
lunch,2,7.53,0,0,175,175,173.7,175
dinner,2,4.43,0,1,200,195,196.5,188
breakfast,6,5.7,0,0,175,103,114.8,114
dinner,5,3.62,0,0,175,135,116.8,132
dinner,6,3.89,0,0,200,140,158.0,148
breakfast,5,1.14,0,0,200,117,123.1,124
lunch,6,7.57,0,0,200,164,171.3,165
breakfast,6,7.4,0,1,200,146,151.7,133
dinner,2,6.89,0,0,225,221,198.8,202
lunch,5,8.9,1,0,250,130,132.5,133
lunch,2,9.11,0,0,200,200,194.9,193
breakfast,0,6.01,0,0,225,171,189.0,180
breakfast,6,7.16,0,0,200,140,140.7,126
breakfast,1,1.1,0,0,225,176,183.8,175
breakfast,5,8.62,0,0,200,152,130.5,146
lunch,4,8.35,0,0,250,237,233.7,229
dinner,4,1.18,0,0,225,180,166.4,186
lunch,4,5.89,0,0,225,197,208.4,192
lunch,1,9.16,0,0,175,154,151.4,164
dinner,2,2.63,0,1,225,195,221.2,212
dinner,2,4.17,0,0,175,143,168.9,158
dinner,3,3.98,0,0,200,166,158.8,173
lunch,4,4.2,0,0,225,181,191.6,193
breakfast,4,1.38,0,0,225,170,145.5,160
breakfast,2,3.51,0,0,200,153,150.0,152
dinner,4,3.65,0,0,175,133,138.0,144
breakfast,2,8.79,1,0,225,106,107.2,122
breakfast,6,4.17,0,0,225,143,133.3,139
lunch,6,5.02,0,0,175,126,123.4,139
lunch,2,4.43,0,0,225,214,204.9,204
lunch,5,2.09,0,1,250,190,204.2,203
breakfast,2,9.91,0,0,200,169,162.4,163
lunch,0,8.43,0,0,150,149,130.7,143
lunch,0,5.87,0,0,250,241,215.8,242
dinner,0,5.29,0,0,175,167,140.0,148
dinner,0,6.84,0,0,200,184,189.8,188
dinner,1,3.94,0,0,200,175,170.3,181
dinner,3,1.45,0,0,250,221,229.9,214
lunch,3,4.64,0,0,250,233,234.7,226
breakfast,2,9.86,1,0,225,129,115.5,123
lunch,6,2.64,0,0,175,124,117.6,132
lunch,4,5.75,0,0,200,172,177.9,170
lunch,0,1.08,0,0,200,186,185.3,179
lunch,3,2.1,0,0,175,146,153.5,162
lunch,3,6.28,0,1,225,220,187.9,212
lunch,0,3.68,0,0,150,137,142.1,134
lunch,6,9.15,1,0,200,108,110.5,102
breakfast,1,4.66,0,0,200,171,143.2,162
dinner,1,2.87,0,0,225,195,211.5,199
breakfast,3,5.91,0,0,200,162,161.8,161
breakfast,1,8.15,0,0,200,182,162.2,179
lunch,5,1.17,0,0,200,154,149.0,156
lunch,0,5.55,0,0,200,191,170.5,192
lunch,6,7.96,0,1,175,145,152.6,154
breakfast,3,1.93,1,0,175,66,76.7,83
lunch,0,9.13,0,0,225,223,191.1,213
lunch,1,3.38,0,0,175,149,170.7,155
dinner,0,2.54,1,0,175,103,91.5,106
dinner,1,6.3,0,0,250,247,228.4,229
lunch,6,2.58,0,1,175,123,125.1,135
breakfast,1,7.12,0,0,200,170,168.5,170
dinner,0,5.41,0,1,200,187,195.2,186
breakfast,6,1.99,0,1,200,123,136.9,138
lunch,1,9.21,0,1,200,175,176.8,188
lunch,5,7.06,1,0,175,104,85.8,84
dinner,2,5.91,0,0,200,190,176.2,185
breakfast,0,4.37,0,0,175,147,122.3,132
lunch,2,2.21,0,0,225,203,209.4,199
dinner,0,7.37,0,0,200,190,167.7,190
lunch,1,8.32,0,1,225,210,201.9,217
breakfast,1,2.13,0,0,175,127,123.9,138
dinner,6,5.45,0,0,200,156,152.9,151
lunch,3,5.36,0,0,225,219,219.7,200
lunch,5,4.15,0,0,225,177,180.1,178
breakfast,3,8.1,0,0,250,190,211.1,204
lunch,2,1.9,0,1,175,167,146.9,165
lunch,1,2.85,0,0,200,187,189.1,181
breakfast,3,1.01,0,0,150,117,97.3,110
breakfast,1,4.36,1,0,250,114,122.1,122
dinner,0,3.62,0,0,175,148,158.9,157
breakfast,3,8.8,1,0,250,135,122.0,122
breakfast,2,7.71,0,0,200,173,166.7,172
lunch,6,1.76,0,0,250,169,192.2,183
dinner,3,7.67,0,0,175,149,172.1,161
breakfast,1,7.08,0,0,200,156,152.5,164
lunch,4,3.54,0,0,175,161,140.2,156
breakfast,4,1.14,0,0,200,138,139.8,133
breakfast,6,2.04,0,0,250,147,155.1,145
breakfast,6,3.25,0,0,200,109,117.5,115
dinner,5,8.35,0,0,200,148,172.4,163
breakfast,6,5.19,1,0,200,64,65.7,69
breakfast,1,9.27,0,0,200,162,160.4,173
lunch,0,8.1,0,0,225,217,188.3,215
dinner,3,3.58,0,0,200,186,183.3,181
breakfast,6,8.61,0,0,175,128,105.1,116
lunch,4,2.05,0,0,200,172,150.5,164
breakfast,0,1.33,1,0,200,102,92.2,84
lunch,1,6.48,0,0,250,247,210.1,233
lunch,0,4.08,0,0,200,171,191.9,189
lunch,1,3.96,0,0,200,191,187.0,191
lunch,5,7.18,0,0,225,191,184.3,171
breakfast,3,8.65,0,0,175,129,153.7,145
breakfast,0,3.9,0,1,150,133,130.6,126
lunch,3,3.93,0,0,225,202,182.6,200
breakfast,0,5.8,0,0,200,146,167.0,157
dinner,1,6.88,0,0,175,171,168.2,161
dinner,1,2.83,0,1,200,195,179.2,184
dinner,0,9.21,0,0,200,178,199.6,187
dinner,5,6.89,0,1,200,172,148.6,176
lunch,1,6.63,0,0,200,197,199.0,187
dinner,2,9.14,0,0,200,188,190.8,189
breakfast,2,9.17,0,0,225,193,176.2,184
lunch,3,2.22,0,0,150,142,116.3,122
lunch,6,2.31,0,0,200,150,144.7,146
lunch,2,7.86,1,0,200,143,127.3,137
dinner,2,9.61,0,0,200,183,200.0,192
breakfast,5,7.0,0,0,250,166,174.3,165
breakfast,5,4.7,0,1,225,144,155.7,159
dinner,6,7.15,0,0,175,123,122.9,133
breakfast,4,3.06,0,0,200,153,146.6,136
lunch,6,9.98,0,0,225,182,185.8,175
dinner,4,4.88,0,0,250,206,189.3,213
lunch,5,9.39,0,1,200,190,183.8,190
lunch,4,4.88,0,0,200,175,183.1,169
breakfast,5,9.35,0,0,200,135,144.9,136
lunch,4,4.02,0,0,150,121,119.0,135
dinner,1,7.84,0,0,200,194,186.3,185
lunch,5,9.56,0,0,225,188,187.2,191
lunch,6,6.81,0,0,200,166,168.6,153
breakfast,3,7.1,0,0,200,155,171.5,153
breakfast,3,1.93,0,1,250,184,176.7,192
dinner,5,5.27,0,0,175,148,145.8,135
lunch,2,8.98,0,1,175,163,172.2,175
lunch,3,3.17,1,0,175,97,99.3,103
breakfast,6,8.1,0,0,200,135,136.8,138
dinner,2,7.08,0,0,225,224,200.6,206
dinner,3,3.01,0,0,200,169,186.8,175
lunch,0,3.55,0,0,150,134,130.0,129
breakfast,0,4.85,0,0,175,151,141.6,136
lunch,5,2.13,0,0,225,157,154.9,167
dinner,6,9.22,0,0,200,173,168.1,166
lunch,6,7.65,0,0,250,206,200.8,199
dinner,3,4.28,0,0,225,191,208.3,200
lunch,1,3.7,0,1,200,199,183.1,196
dinner,2,7.21,0,0,200,195,177.5,190
lunch,3,4.82,0,0,200,178,180.5,187
breakfast,5,3.06,0,0,225,131,135.0,134
breakfast,2,4.87,0,0,200,156,154.3,163
breakfast,4,8.84,0,0,175,136,132.4,144
dinner,5,1.62,0,0,200,137,133.3,150
dinner,3,4.32,0,0,225,211,215.1,203
dinner,1,9.66,0,0,200,200,167.8,192
breakfast,4,1.13,0,1,200,159,157.6,156
breakfast,5,9.02,0,1,225,173,175.6,168
dinner,3,4.37,0,1,200,198,181.3,193
lunch,0,2.71,0,0,200,190,170.0,184
breakfast,6,1.13,1,0,200,53,51.1,58
lunch,3,1.63,0,0,250,233,198.5,224
breakfast,0,2.55,0,0,225,167,169.3,172
breakfast,0,1.23,0,0,175,126,117.1,135
lunch,5,4.02,0,0,175,129,132.6,140
breakfast,3,1.4,0,1,175,141,142.9,136
dinner,6,7.23,0,0,225,175,179.5,177
breakfast,3,8.37,0,0,200,163,148.7,156
breakfast,0,8.99,0,0,250,206,224.1,212
breakfast,2,5.94,0,1,150,125,119.0,114
dinner,4,9.52,0,0,150,129,139.9,144
lunch,1,1.05,0,1,200,195,178.6,183
lunch,3,2.21,0,1,175,160,163.6,162
breakfast,4,3.64,0,0,200,153,143.2,150
breakfast,4,8.1,0,1,225,173,170.3,189
lunch,2,8.97,0,0,200,199,192.0,187
dinner,4,6.56,0,0,250,211,207.0,217
dinner,3,4.45,0,0,225,215,201.4,205
breakfast,5,6.99,0,1,200,134,142.3,140
lunch,5,2.63,1,0,200,87,96.5,93
dinner,4,5.12,0,0,225,187,178.1,190
lunch,3,5.57,0,0,200,195,168.4,187
dinner,3,1.94,0,0,175,162,158.7,154
breakfast,0,1.3,0,0,200,141,144.4,147
dinner,2,7.75,0,1,175,158,172.0,162
dinner,6,5.81,0,0,250,196,202.6,186
dinner,1,3.99,0,0,175,174,158.2,154
dinner,6,4.94,0,0,200,140,140.1,142
lunch,0,9.62,0,0,175,169,172.4,171
dinner,1,4.46,0,0,200,191,196.2,186
breakfast,6,1.93,0,0,150,84,81.8,85
lunch,3,5.17,0,1,250,224,241.2,244
dinner,5,6.83,0,0,200,153,163.7,161
dinner,0,1.11,0,0,250,212,190.3,217
dinner,6,3.99,0,1,175,137,136.8,142
breakfast,4,4.54,0,0,200,139,147.0,151
dinner,4,5.17,0,0,200,183,173.3,175
dinner,1,3.72,0,0,200,182,163.2,182
breakfast,3,7.0,0,0,200,149,141.5,160
lunch,5,9.5,0,0,225,200,177.4,180
breakfast,1,9.23,0,0,200,164,163.7,174
breakfast,6,6.98,0,0,200,126,118.2,133
dinner,6,5.56,0,0,225,157,166.9,170
lunch,5,8.43,1,0,250,119,122.2,122
dinner,6,8.52,0,0,200,155,149.7,147
dinner,2,8.47,0,0,175,153,155.8,155
lunch,5,2.42,0,0,225,183,175.8,163
dinner,4,1.23,0,0,225,191,193.1,184
lunch,6,9.85,0,0,175,137,135.3,144
dinner,6,9.64,0,1,200,184,163.4,171
breakfast,0,6.08,0,0,175,154,146.0,138
dinner,0,9.94,0,0,150,149,146.5,138
breakfast,0,7.93,0,1,225,181,200.3,193
breakfast,5,5.66,0,0,200,121,133.8,130
dinner,4,4.5,1,0,175,99,90.2,99
lunch,5,6.34,0,0,175,141,150.5,145
lunch,3,5.64,0,0,150,124,144.8,139
lunch,4,9.94,0,0,250,228,215.8,225
dinner,4,5.41,0,0,200,186,174.1,171
breakfast,5,8.52,1,0,175,54,61.9,69
breakfast,5,8.32,0,0,225,168,154.3,151
breakfast,0,1.64,1,0,225,113,94.7,111
lunch,4,1.78,0,0,200,155,151.4,165
breakfast,0,6.94,0,0,175,133,142.1,140
lunch,3,3.33,0,0,200,169,189.2,178
lunch,2,6.92,1,0,225,145,132.6,140
breakfast,0,2.3,0,0,200,137,160.0,142
lunch,5,4.57,0,0,200,168,141.3,153
dinner,6,1.92,0,0,175,129,127.5,109
breakfast,1,3.54,0,0,250,199,213.4,199
lunch,2,1.79,0,0,250,225,199.5,220
lunch,3,9.74,0,0,225,211,196.5,210
lunch,6,4.56,0,0,200,153,147.9,154
dinner,5,9.11,0,1,200,176,177.8,169
lunch,2,9.74,0,0,250,223,251.1,232
lunch,5,9.19,0,0,200,168,172.3,159
breakfast,0,5.09,0,0,150,122,122.0,110
dinner,6,8.01,0,0,150,122,113.5,122
lunch,5,2.38,0,0,250,189,179.8,185
breakfast,6,1.85,0,0,250,135,145.3,147
lunch,3,8.89,0,0,200,200,191.9,187
dinner,1,1.28,0,0,175,152,151.0,157
lunch,0,9.75,1,0,200,142,142.2,133
lunch,0,7.05,0,0,225,224,194.1,208
dinner,6,4.78,0,0,150,103,107.4,104
dinner,3,2.27,0,0,225,189,174.2,196
lunch,3,7.51,0,0,200,200,192.7,194
dinner,2,6.07,0,0,200,177,189.8,187
dinner,1,7.4,0,0,200,182,192.6,195
lunch,5,4.76,0,0,200,156,168.2,157
lunch,2,1.6,0,1,175,160,174.9,167
lunch,5,3.83,0,1,200,177,154.1,169
dinner,5,3.84,0,0,150,103,104.9,108
dinner,5,1.08,0,0,225,161,143.4,168
breakfast,2,1.09,0,1,225,177,174.5,180
dinner,0,3.98,0,1,200,200,198.9,194
lunch,3,7.55,0,0,175,175,151.3,170
breakfast,0,6.62,0,0,225,174,181.8,174
lunch,1,3.15,0,0,200,181,189.5,189
lunch,2,6.42,0,0,250,240,225.0,237
dinner,1,6.83,0,0,200,200,193.9,188
breakfast,3,5.7,0,0,225,163,185.4,180
dinner,3,5.69,0,1,150,135,125.3,145
lunch,4,4.33,0,0,225,202,201.3,203
breakfast,1,2.11,0,0,200,165,155.0,164
dinner,0,4.47,0,0,200,172,188.8,183
lunch,6,4.11,0,0,250,181,171.6,191
breakfast,1,6.33,0,0,250,194,214.5,210
lunch,2,8.71,0,0,250,247,215.3,234
dinner,3,4.38,0,0,200,167,177.5,183
breakfast,3,7.39,0,0,200,162,150.4,158
breakfast,1,8.31,0,0,175,157,137.3,147
breakfast,1,2.91,0,0,175,128,134.2,134
breakfast,5,9.11,0,0,200,124,143.4,135
dinner,1,1.63,0,0,175,166,156.4,160
lunch,5,9.12,0,0,175,140,157.3,147
breakfast,2,2.47,0,0,200,161,136.5,153
breakfast,2,4.03,0,1,175,142,147.5,146
lunch,0,6.45,0,0,200,192,168.4,184
dinner,1,9.15,0,0,200,183,180.8,184
lunch,0,3.3,0,1,200,185,180.3,199
dinner,6,7.87,0,1,200,177,154.6,162
lunch,4,7.39,0,0,200,177,178.6,183
breakfast,2,2.44,0,1,200,146,149.5,160
dinner,3,5.32,0,0,175,164,150.7,158
lunch,5,5.33,0,0,200,163,166.2,161
dinner,4,3.74,0,0,200,182,158.7,163
dinner,3,8.02,0,0,175,167,175.6,161
breakfast,4,9.33,0,0,225,179,166.5,184
breakfast,0,7.45,0,1,225,202,206.8,195
dinner,0,9.76,0,0,200,175,183.6,197
breakfast,5,1.45,1,0,175,38,56.3,56
